% Model:              Mismatch 1D e 2D - BH.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 8 2024, 17:43
% Table:              1D T and R alpha=0.2 - 1D T and R
% Mat index                                       freq (Hz)                                         point_in * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)    point_out * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)
1                                                 2.59                                              -0.013957066704137783+0.06951383392897784i        0.9779765731711355+0.19630218167049648i
1                                                 2.5999999999999996                                -0.008265991183503359+0.04197870588831013i        0.980276895461357+0.19294141430197465i
1                                                 2.61                                              -0.0025194667787606854+0.013075309216579439i      0.9818884171474211+0.1889912995967657i
1                                                 2.6199999999999997                                0.0031306867417931865-0.01666954141433378i        0.9826584819329474+0.1846477769034306i
1                                                 2.63                                              0.008562194071562692-0.046699314882117836i        0.9824940319542838+0.1801439484146563i
1                                                 2.6399999999999997                                0.013690461289973328-0.0764486419728815i          0.981370338132437+0.17573059399633645i
1                                                 2.65                                              0.018470571547620638-0.10536583959499024i         0.9793326691633673+0.17165488929485678i
1                                                 2.6599999999999997                                0.02289301677196828-0.13293417661862328i          0.9764908190471902+0.1681401910869495i
1                                                 2.67                                              0.026974315222976337-0.15868929495774223i         0.9730076669739836+0.16536943438683654i
1                                                 2.6799999999999997                                0.030744577779178755-0.1822310753719164i          0.9690838376914077+0.16347381840025807i
1                                                 2.69                                              0.03423443106048705-0.20322937396928784i          0.9649408578537213+0.16252734064308882i
1                                                 2.6999999999999997                                0.037463485910886316-0.2214241177601289i          0.9608049689143052+0.16254670595752024i
1                                                 2.71                                              0.04043192880156342-0.23662099297311362i          0.9568931358497637+0.16349543385531307i
1                                                 2.7199999999999998                                0.04311605312268492-0.2486842995158193i           0.9534020293056881+0.1652907031458708i
1                                                 2.73                                              0.04546784685721986-0.2575285290200278i           0.950500072385145+0.16781155722462227i
1                                                 2.7399999999999998                                0.04741823418513328-0.26310997913837186i          0.9483221618975175+0.17090741771283438i
1                                                 2.75                                              0.048883259262671945-0.2654193797153921i          0.9469664355660662+0.17440627580660614i
1                                                 2.76                                              0.04977236341279702-0.2644761789452572i           0.9464924347112721+0.17812233584767462i
1                                                 2.77                                              0.04999787669055412-0.26032487065168153i          0.9469201490056172+0.18186320311667883i
1                                                 2.78                                              0.04948485803167259-0.25303354246607096i          0.9482296639182821+0.18543690303072535i
1                                                 2.79                                              0.04818043282541143-0.24269466301277917i          0.950361407083347+0.1886590802093378i
1                                                 2.8                                               0.04606177998416336-0.22942796463815077i          0.9532172584600849+0.19136065337975777i
1                                                 2.81                                              0.043141929796618045-0.21338508015776617i         0.9566630034356388+0.19339600393114514i
1                                                 2.82                                              0.03947259148047271-0.19475533958955507i          0.9605327173567366+0.1946514726698409i
1                                                 2.8299999999999996                                0.035143390860522046-0.1737718402856239i          0.9646356232218339+0.19505357372317517i
1                                                 2.84                                              0.030277212189770836-0.15071662633875874i         0.9687657229796101+0.19457598000792511i
1                                                 2.8499999999999996                                0.02502181773201123-0.12592364264599357i          0.9727140639870451+0.19324409366185433i
1                                                 2.86                                              0.019538517973076815-0.09977817221719136i         0.9762829216992359+0.191135998910756i
1                                                 2.8699999999999997                                0.01398926692852917-0.07271180218094377i          0.9793005825343117+0.18837888542524078i
1                                                 2.88                                              0.00852399235961273-0.045192599168206185i         0.9816349712170587+0.18514063180016027i
1                                                 2.8899999999999997                                0.003270074051345386-0.017711006239294343i        0.9832042543071937+0.1816170481004028i
1                                                 2.9                                               -0.0016744359732580242+0.009237196901872708i      0.9839828591612126+0.17801609423868126i
1                                                 2.9099999999999997                                -0.006242959687375972+0.03516893387049284i        0.9840020372768976+0.17454098339444024i
1                                                 2.92                                              -0.010397926443668278+0.059630752867398364i       0.9833450011753981+0.1713742686326566i
1                                                 2.9299999999999997                                -0.014124589635927685+0.08221278882853462i        0.9821375289974417+0.16866474780312787i
1                                                 2.94                                              -0.017422634841671676+0.10255856645923522i        0.9805355359922929+0.16651840575217045i
1                                                 2.9499999999999997                                -0.02029731202309519+0.12037024755724424i         0.9787113350382622+0.16499384298979575i
1                                                 2.96                                              -0.022751668499598934+0.13540967695620976i        0.9768401600281913+0.1641019315998109i
1                                                 2.9699999999999998                                -0.024781034364831173+0.14749612352929084i        0.9750881219335783+0.16380894750523017i
1                                                 2.98                                              -0.02637037100236994+0.15650188430172343i         0.9736022664363477+0.16404221194237817i
1                                                 2.9899999999999998                                -0.027494572043609927+0.16234694458716337i        0.9725029461131579+0.1646973043855845i
1                                                 3                                                 -0.02812138838341213+0.16499373802007208i         0.971878398863675+0.16564610114947678i
1                                                 3.01                                              -0.028216362522506082+0.16444280913889703i        0.9717812682936832+0.16674515137199183i
1                                                 3.02                                              -0.0277489902972926+0.16072991063093542i          0.9722267956416412+0.16784414142201082i
1                                                 3.03                                              -0.026699250954484173+0.15392480088600338i        0.9731925136635109+0.16879436242081175i
1                                                 3.04                                              -0.02506363375323027+0.1441317527923966i          0.9746194258854151+0.1694571531183401i
1                                                 3.05                                              -0.02285983039848384+0.1314915356877375i          0.9764148026118021+0.1697122355651663i
1                                                 3.06                                              -0.020129365343351094+0.11618438419015446i        0.9784568137672788+0.169465709488392i
1                                                 3.07                                              -0.016937620150124438+0.09843323004550314i        0.9806012020280753+0.16865726018214858i
1                                                 3.08                                              -0.013370992164905+0.07850627861003408i           0.9826900485663228+0.1672659225968472i
1                                                 3.09                                              -0.009531311014211386+0.05671791390998467i        0.9845623979937453+0.16531360568788386i
1                                                 3.0999999999999996                                -0.005528082588222706+0.03342697675955706i        0.9860661294255291+0.1628655919888867i
1                                                 3.11                                              -0.0014695610650545992+0.0090317229546426i        0.987070071475502+0.16002744084761683i
1                                                 3.1199999999999997                                0.0025460428362858592-0.016038769728149497i       0.9874750748030965+0.15693814216479096i
1                                                 3.13                                              0.006437830356484868-0.04133638446455256i         0.987222687558206+0.1537599248870566i
1                                                 3.1399999999999997                                0.010146782642405774-0.0664079819887951i          0.9863002907557579+0.15066569336186897i
1                                                 3.15                                              0.013636928419323641-0.0908102501261795i          0.9847420247640248+0.1478254919529346i
1                                                 3.1599999999999997                                0.016893050629778722-0.11412381501622877i         0.982625470531758+0.145393560181378i
1                                                 3.17                                              0.019915511099974942-0.1359651920371671i          0.9800646811324476+0.1434973910251056i
1                                                 3.1799999999999997                                0.022713255043168807-0.15599557367402936i         0.9772006342522056+0.14222979340192066i
1                                                 3.19                                              0.025296282168930456-0.17392601749156025i         0.9741903952284952+0.14164440955419416i
1                                                 3.1999999999999997                                0.027668822122249873-0.18951916243701877i         0.9711962288569123+0.14175459658523365i
1                                                 3.21                                              0.029824188304694327-0.20258804548182358i         0.9683756383247164+0.14253516896962543i
1                                                 3.2199999999999998                                0.03174190602610724-0.21299285101863313i          0.965872944768706+0.14392627682294862i
1                                                 3.23                                              0.03338731886703507-0.22063650158024714i          0.9638126556830389+0.14583866188382272i
1                                                 3.2399999999999998                                0.03471354308003905-0.22545993212180088i          0.9622945813287467+0.14815964385573702i
1                                                 3.25                                              0.035665397053099845-0.22743773932487485i         0.9613904831790192+0.15075937913204546i
1                                                 3.26                                              0.036184781368959536-0.2265747141825571i          0.9611419803512445+0.15349713957647762i
1                                                 3.27                                              0.03621690536277005-0.2229035842542026i           0.9615594788375845+0.1562275328826847i
1                                                 3.28                                              0.03571672389636037-0.2164841245846374i           0.9626219925136184+0.1588066975334233i
1                                                 3.29                                              0.03465494508551409-0.2074036405321264i           0.9642778590699026+0.16109853946995312i
1                                                 3.3                                               0.03302299003137002-0.1957786710782812i           0.9664464828319246+0.16298103174490947i
1                                                 3.31                                              0.030836336770815945-0.18175759854359652i         0.9690213258360345+0.16435248137564867i
1                                                 3.32                                              0.028135780169294536-0.16552368101065495i         0.9718743873222498+0.16513750009276226i
1                                                 3.33                                              0.024986306906110544-0.1472978641983559i          0.9748623359443166+0.16529223223284725i
1                                                 3.34                                              0.021473530452412137-0.12734061431173335i         0.9778342791983384+0.16480824136413114i
1                                                 3.3499999999999996                                0.017697944248620028-0.10595198811826516i         0.9806408854973397+0.16371439219586298i
1                                                 3.36                                              0.01376759199345411-0.08346926408278707i          0.9831442608741463+0.16207613459926395i
1                                                 3.3699999999999997                                0.009790053934163063-0.060261719512109575i        0.9852276971561218+0.15999182597269568i
1                                                 3.38                                              0.005864826065588576-0.03672253366338221i         0.9868042366986646+0.15758609852699007i
1                                                 3.3899999999999997                                0.002077157466028565-0.01325825875687404i         0.9878230111705886+0.15500072290774342i
1                                                 3.4                                               -0.001505815494387757+0.009723272429284793i       0.9882725359106873+0.1523838366133799i
1                                                 3.4099999999999997                                -0.004836205394790122+0.03182544964316336i        0.9881805435898313+0.1498786872285544i
1                                                 3.42                                              -0.007883842492851434+0.052674579903656725i       0.9876104319620301+0.14761311122892892i
1                                                 3.4299999999999997                                -0.010632602891387968+0.07192972129364054i        0.9866548634055221+0.14569081382992938i
1                                                 3.44                                              -0.013075451918082268+0.08928995234846529i        0.9854273841327958+0.1441851837143257i
1                                                 3.4499999999999997                                -0.01520919062445713+0.10449881113275984i         0.9840530697897143+0.14313596226426428i
1                                                 3.46                                              -0.01702982692329954+0.1173460600212923i          0.9826591523003076+0.14254869311864804i
1                                                 3.4699999999999998                                -0.01852927504674618+0.12766725743343377i         0.9813663901844532+0.14239658349319345i
1                                                 3.48                                              -0.019693789161550575+0.1353418060096224i         0.9802816856516848+0.14262425061863426i
1                                                 3.4899999999999998                                -0.020504228774347794+0.14029019811544244i        0.9794921988646031+0.14315279924531477i
1                                                 3.5                                               -0.02093798526087312+0.14247112161166747i         0.9790610143926181+0.14388574413366614i
1                                                 3.51                                              -0.020972195833177203+0.14187895920779928i        0.9790243008093237+0.14471540684021927i
1                                                 3.52                                              -0.020587738354207356+0.13854204742977977i        0.9793898700743965+0.14552953301618307i
1                                                 3.53                                              -0.01977343118272494+0.13252187961337128i         0.9801370691527032+0.1462179599073768i
1                                                 3.54                                              -0.01852984821967557+0.12391325388622809i         0.9812179924596531+0.1466791936459549i
1                                                 3.55                                              -0.01687219625488126+0.1128451880151597i          0.9825600568560627+0.1468267275647432i
1                                                 3.56                                              -0.01483179109077002+0.09948225475566892i         0.9840699995249892+0.14659485632202862i
1                                                 3.57                                              -0.012455815135311844+0.08402584653173548i        0.9856393185411648+0.14594363997087131i
1                                                 3.58                                              -0.009805242923354825+0.06671477840225093i        0.9871510642497942+0.14486258224152831i
1                                                 3.59                                              -0.006951071461069442+0.0478246115025152i         0.9884877129767808+0.14337254896491736i
1                                                 3.5999999999999996                                -0.003969260874367801+0.02766515241078646i        0.9895396413547195+0.14152550273636078i
1                                                 3.61                                              -9.350311179668652E-4+0.0065757707790954365i      0.9902135182173075+0.13940178953618082i
1                                                 3.6199999999999997                                0.002082683738092903-0.015081533790713274i        0.9904398008628621+0.13710497498983243i
1                                                 3.63                                              0.005025800562488705-0.03693103758985397i         0.9901785163667378+0.13475455190963703i
1                                                 3.6399999999999997                                0.007849984950521815-0.05859355727805321i         0.989422653251234+0.1324771587941319i
1                                                 3.65                                              0.010525473673155775-0.07969721165138104i         0.9881987706225857+0.13039718407369127i
1                                                 3.6599999999999997                                0.013035777759974764-0.09988772234014759i         0.9865647963013718+0.1286277218321556i
1                                                 3.67                                              0.01537458969403925-0.11883737198116784i          0.9846053521164191+0.1272627678876985i
1                                                 3.6799999999999997                                0.017541507178662024-0.13625196687221697i         0.98242523296374+0.1263713226394887i
1                                                 3.69                                              0.01953733982298437-0.15187547144286895i          0.9801418214091058+0.1259937585416135i
1                                                 3.6999999999999997                                0.02135976716434973-0.16549231844533055i          0.9778772265539233+0.12614049056121568i
1                                                 3.71                                              0.022999988795873727-0.176927684129858i           0.9757508186583801+0.12679272420392984i
1                                                 3.7199999999999998                                0.024440797116582647-0.18604620964986757i         0.9738726390289895+0.12790488835060176i
1                                                 3.73                                              0.025656263919590618-0.19274973670608825i         0.9723379539108254+0.1294082985865448i
1                                                 3.7399999999999998                                0.026613008018736638-0.19697461987174392i         0.9712230381607817+0.13121562417456217i
1                                                 3.75                                              0.027272829479457777-0.19868910633955753i         0.9705821478179463+0.13322581646846432i
1                                                 3.76                                              0.027596366353292028-0.19789116403533155i         0.970445579493943+0.1353292628410453i
1                                                 3.77                                              0.027547349263948306-0.19460701314859125i         0.9708187123198805+0.13741302707198974i
1                                                 3.78                                              0.027096989426710683-0.18889048700540292i         0.9716819683716431+0.13936610235890323i
1                                                 3.79                                              0.026228029054439064-0.18082322068295115i         0.9729916881942717+0.14108462433381952i
1                                                 3.8                                               0.024938006570762755-0.17051554035198313i         0.9746819757754921+0.14247696609800803i
1                                                 3.81                                              0.02324134501971583-0.15810780405549718i          0.9766675996313476+0.14346857186236506i
1                                                 3.82                                              0.021169966491090084-0.1437718313554353i          0.9788480247696876+0.1440062958318538i
1                                                 3.83                                              0.018772273272264686-0.12771196834785228i         0.9811125824490827+0.14406192213509883i
1                                                 3.84                                              0.016110516076985066-0.11016528627878626i         0.9833466602924927+0.14363447936909787i
1                                                 3.8499999999999996                                0.013256777242272089-0.09140042938955267i         0.9854386287849919+0.14275095985664463i
1                                                 3.86                                              0.01028800383661314-0.07171472843610772i          0.9872870418296379+0.1414651319074054i
1                                                 3.8699999999999997                                0.0072806920951748386-0.05142938359668474i        0.9888075014344722+0.13985429957294587i
1                                                 3.88                                              0.004305907894558323-0.030882775117097538i        0.9899385048624336+0.1380141015414949i
1                                                 3.8899999999999997                                0.0014252965741487775-0.010422239879210562i       0.9906456304569378+0.1360517078261027i
1                                                 3.9                                               -0.0013114178047384044+0.009605100201578993i      0.990923574909741+0.13407801289154397i
1                                                 3.9099999999999997                                -0.003867194548600661+0.028861713172057546i       0.990795807449301+0.13219958023605485i
1                                                 3.92                                              -0.006216747522079183+0.04702845875998816i        0.9903119052043994+0.130511127949773i
1                                                 3.9299999999999997                                -0.008344251632381072+0.06381214189077501i        0.9895429156148892+0.12908925045492714i
1                                                 3.94                                              -0.01024021242937842+0.07895135167714587i         0.9885752993951923+0.12798787477107054i
1                                                 3.9499999999999997                                -0.011898116136521551+0.09222038444839453i        0.9875041074162776+0.12723570001803858i
1                                                 3.96                                              -0.013311449765184398+0.10343131296340405i        0.9864260336291854+0.12683562270379817i
1                                                 3.9699999999999998                                -0.0144715580272637+0.11243447814103474i          0.9854328873563357+0.1267659536832978i
1                                                 3.98                                              -0.015366623169403931+0.1191178162796436i         0.9846058809858332+0.12698311061449336i
1                                                 3.9899999999999998                                -0.01598185582015418+0.12340548743775494i         0.9840109742744441+0.12742542441897403i
1                                                 4                                                 -0.016300802179200678+0.12525624983393646i        0.983695386148593+0.12801771376999058i
1                                                 4.01                                              -0.016307525937535372+0.12466194988269272i        0.9836852967153944+0.1286763324815545i
1                                                 4.02                                              -0.0159893212073789+0.12164638808600697i          0.9839847189546849+0.12931445404380656i
1                                                 4.03                                              -0.015339556643099904+0.11626469423016139i        0.9845755121706847+0.12984740354553148i
1                                                 4.04                                              -0.01436023871417965+0.10860321330698355i         0.9854185211154693+0.13019786634927072i
1                                                 4.05                                              -0.01306391161870004+0.0987797752400176i          0.9864558360406537+0.13030079145367057i
1                                                 4.06                                              -0.011474581584055961+0.08694410542684207i        0.987614161082745+0.13010777154018155i
1                                                 4.07                                              -0.00962746310586297+0.07327804013336509i         0.988809237451274+0.12959063594065953i
1                                                 4.08                                              -0.007567489609857278+0.05799515485349913i        0.9899511883880366+0.12874395808450417i
1                                                 4.09                                              -0.005346699845088191+0.04133941036818484i        0.9909505406134392+0.1275861785049371i
1                                                 4.1                                               -0.0030207837025078036+0.023582483006080707i      0.9917245502202323+0.12615909773542722i
1                                                 4.109999999999999                                 -6.452184998728971E-4+0.0050195761885201i         0.99220334838939+0.12452560958702741i
1                                                 4.12                                              0.0017284827750001673-0.01403630111448292i        0.9923353570052414+0.12276571764205463i
1                                                 4.13                                              0.004055882692330459-0.03326138435166582i         0.9920914345089645+0.12097108158149006i
1                                                 4.14                                              0.006301649271156815-0.05232911812726806i         0.9914673115003856+0.11923853642280924i
1                                                 4.1499999999999995                                0.008440236090332894-0.07091846728160381i         0.9904840552283162+0.11766317368194501i
1                                                 4.16                                              0.01045516906235961-0.08872194050171141i          0.9891865317179789+0.1163316342334689i
1                                                 4.17                                              0.012337127340525259-0.10545273169450048i         0.9876400689414404+0.11531622332794127i
1                                                 4.18                                              0.014081195282139285-0.12085051788331985i         0.9859257177771997+0.11467032867614974i
1                                                 4.1899999999999995                                0.015683774640807488-0.13468564889935308i         0.9841346252267223+0.11442543392728755i
1                                                 4.2                                               0.017139666436423402-0.1467616808300098i          0.9823620630503616+0.11458981442834781i
1                                                 4.21                                              0.018439767576208424-0.15691640064126228i         0.9807016033975404+0.11514882028950302i
1                                                 4.22                                              0.019569702042195658-0.16502163381566234i         0.9792398263167625+0.11606652176012883i
1                                                 4.2299999999999995                                0.020509551162545797-0.17098220677890874i         0.9780518143577153+0.11728842491109631i
1                                                 4.24                                              0.021234691048793018-0.1747344530797471i          0.9771975665246333+0.11874495674355268i
1                                                 4.25                                              0.0217176087611203-0.17624461866423144i           0.9767193685561907+0.12035545200109048i
1                                                 4.26                                              0.021930463572745536-0.17550745305391138i         0.9766400986178929+0.12203242832964305i
1                                                 4.27                                              0.021848089123851888-0.17254518465544363i         0.9769624263084877+0.12368599178833647i
1                                                 4.28                                              0.021451094746182786-0.16740698086986877i         0.9776688698653857+0.1252282553356176i
1                                                 4.29                                              0.020728716844886738-0.16016889413726365i         0.9787226983313014+0.12657766928161046i
1                                                 4.3                                               0.01968109202191501-0.15093419797847724i          0.9800696870522159+0.12766315218046098i
1                                                 4.31                                              0.018320672518791735-0.13983392668888567i         0.9816407416448463+0.12842787734025451i
1                                                 4.32                                              0.016672582374300905-0.12702735483157856i         0.9833553858657693+0.1288325243417784i
1                                                 4.33                                              0.014773818907519578-0.11270209748711847i         0.9851260563139728+0.12885776202511812i
1                                                 4.34                                              0.012671333874004079-0.09707349140011486i         0.9868630629218654+0.12850570743705084i
1                                                 4.35                                              0.010419170241801194-0.08038294274009161i         0.9884799692508853+0.127800121630639i
1                                                 4.36                                              0.008074964832360906-0.06289500679662781i         0.9898990402364927+0.12678516982169458i
1                                                 4.37                                              0.005696229641789164-0.0448930969364444i          0.9910563228427274+0.12552269170044544i
1                                                 4.38                                              0.003336871181535736-0.026673890323864746i        0.9919058929510687+0.12408808548811595i
1                                                 4.39                                              0.001044380801339043-0.008540679538723884i        0.9924228381666831+0.12256508121339782i
1                                                 4.3999999999999995                                -0.0011419728243502107+0.009203922084880871i      0.992604655090189+0.12103983093880061i
1                                                 4.41                                              -0.0031917798287754836+0.026265411299180103i      0.9924709071358228+0.11959484312384877i
1                                                 4.42                                              -0.005082976102078206+0.04236442880311994i        0.9920611857011835+0.11830331215351136i
1                                                 4.43                                              -0.006800385518914412+0.05724292413025769i        0.9914316060022582+0.11722433697977164i
1                                                 4.4399999999999995                                -0.008333659114571939+0.07066911060717569i        0.9906502144092236+0.11639939867777732i
1                                                 4.45                                              -0.00967502130528252+0.08244104120647211i         0.9897917640458077+0.11585030375277372i
1                                                 4.46                                              -0.010817226424356112+0.09238881359190942i        0.9889323243171777+0.11557863205695551i
1                                                 4.47                                              -0.01175205684091625+0.10037556432590661i         0.9881441388481399+0.11556658490910832i
1                                                 4.4799999999999995                                -0.012469578034356839+0.10629751699033314i        0.9874910568233092+0.11577902917798377i
1                                                 4.49                                              -0.012958231444571183+0.11008339861002002i        0.9870247599690476+0.11616648190609341i
1                                                 4.5                                               -0.013205715495855929+0.11169353627354182i        0.9867819128878116+0.11666877097731934i
1                                                 4.51                                              -0.01320049544365903+0.11111890138854667i         0.9867822918211487+0.11721912639725611i
1                                                 4.52                                              -0.01293370310989753+0.10838029559733316i         0.9870279007328882+0.11774848761169768i
1                                                 4.53                                              -0.012401141904380547+0.10352778249789563i        0.9875030603933513+0.11818984052265619i
1                                                 4.54                                              -0.011605101024664083+0.0966403735179391i         0.9881754468426742+0.11848241382033392i
1                                                 4.55                                              -0.010555704086159676+0.08782588327718989i        0.9889980484981385+0.11857556448778861i
1                                                 4.56                                              -0.009271569711178915+0.07722078750472378i        0.9899119948118812+0.11843216974010895i
1                                                 4.57                                              -0.00777964191208487+0.06498985339081498i         0.9908501753092729+0.1180313257828608i
1                                                 4.58                                              -0.006114151214680123+0.05132527725037488i        0.9917415128792385+0.11737014495343422i
1                                                 4.59                                              -0.004314784283649372+0.03644506646687398i        0.9925156831106946+0.11646445559914782i
1                                                 4.6                                               -0.0024242563758913776+0.020590448278772034i      0.9931079934072988+0.1153482546509724i
1                                                 4.61                                              -4.8557918229833754E-4+0.004022177797616714i      0.9934640686887335+0.1140718461779412i
1                                                 4.62                                              0.0014606228198131054-0.012984256047821224i       0.9935439542722804+0.11269871591766961i
1                                                 4.63                                              0.0033783873732483594-0.030144382415494133i       0.9933252578140228+0.11130132707165252i
1                                                 4.64                                              0.00523797436114572-0.047171174102960255i         0.9928050193241409+0.10995615348245069i
1                                                 4.6499999999999995                                0.0070165131552999485-0.06378175534969903i        0.9920001171363678+0.10873836649454383i
1                                                 4.66                                              0.008697685692552862-0.07970394869447003i         0.9909461711169548+0.10771663935068579i
1                                                 4.67                                              0.010270548409066316-0.09468223283606958i         0.9896950657595313+0.1069485165267946i
1                                                 4.68                                              0.011727729886746465-0.10848276237775885i         0.9883113560823777+0.1064767180888807i
1                                                 4.6899999999999995                                0.013063329013779615-0.12089722614920496i         0.9868679148101582+0.1063266275050837i
1                                                 4.7                                               0.014270867428293185-0.1317454678186298i          0.9854412179603567+0.10650507043655955i
1                                                 4.71                                              0.015341620343770915-0.14087693348113628i         0.9841066489322517+0.10700035818607773i
1                                                 4.72                                              0.01626357346699908-0.1481711236509745i           0.9829341411985195+0.10778346355500013i
1                                                 4.7299999999999995                                0.01702114923793316-0.1535372985867594i           0.9819843958680362+0.10881013009543705i
1                                                 4.74                                              0.017595732842583877-0.15691371304714483i         0.9813058225714458+0.11002368896388706i
1                                                 4.75                                              0.017966923942854533-0.15826664420600922i         0.9809322761877869+0.1113583632829138i
1                                                 4.76                                              0.018114354920957226-0.15758943384496027i         0.9808816071862604+0.11274286578793662i
1                                                 4.77                                              0.018019856202409278-0.15490170351941993i         0.9811550120842338+0.11410412827479052i
1                                                 4.78                                              0.017669715286911317-0.15024882843061935i         0.981737159099204+0.1153710295330454i
1                                                 4.79                                              0.017056767641853363-0.14370167942771703i         0.982597064846845+0.11647800444823603i
1                                                 4.8                                               0.016182073145204458-0.13535656835829846i         0.983689701326281+0.11736841780260127i
1                                                 4.81                                              0.015055970065103952-0.1253352646367024i          0.9849583088888996+0.11799757374845998i
1                                                 4.82                                              0.013698358404830177-0.11378489562769036i         0.9863373727148604+0.11833521208313083i
1                                                 4.83                                              0.012138143579191366-0.10087750661787069i         0.9877561833517249+0.11836732476122921i
1                                                 4.84                                              0.010411865046477928-0.08680904501908943i         0.9891428468705626+0.11809712174850114i
1                                                 4.85                                              0.008561634155347836-0.07179755471079262i         0.9904285437038142+0.11754499499825763i
1                                                 4.86                                              0.0066325984317269215-0.056080423848734615i       0.9915517692997367+0.11674738022771564i
1                                                 4.87                                              0.004670220398771279-0.039910621199301693i        0.9924622401310048+0.11575449912718555i
1                                                 4.88                                              0.002717692587948973-0.0235519727519306i          0.9931241313692235+0.11462707232405367i
1                                                 4.89                                              8.137959094466941E-4-0.00727365516828928i         0.9935183395173022+0.11343221028818601i
1                                                 4.8999999999999995                                -0.0010085562304986465+0.008655806219278264i      0.9936435378448625+0.11223879450781798i
1                                                 4.91                                              -0.0027229521911536643+0.023974671436823233i      0.9935159071383293+0.11111273325340948i
1                                                 4.92                                              -0.004309288517739208+0.038433864255282106i       0.9931675615053642+0.1101124991455569i
1                                                 4.93                                              -0.005752870560381208+0.0518022399972998i         0.992643825157443+0.10928532382053768i
1                                                 4.9399999999999995                                -0.0070430318410940745+0.06387097078267942i       0.9919996277310902+0.10866434452340756i
1                                                 4.95                                              -0.008171555494092066+0.07445689224280161i        0.9912953555338264+0.10826688487357172i
1                                                 4.96                                              -0.009131188560990038+0.08340478208240898i        0.9905925170911298+0.10809392905645682i
