% Model:              Mismatch 1D e 2D - BH.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 8 2024, 17:42
% Table:              1D T and R alpha=0.1 - 1D T and R
% Mat index                                       freq (Hz)                                         point_in * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)    point_out * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)
2                                                 1.68                                              0.011066940962968346+0.01661489309010211i         -0.8321249112913376+0.5542288432298128i
2                                                 1.69                                              0.0022918874920112484+0.0031770627960258768i      -0.8110660595018503+0.5849414532365118i
2                                                 1.7                                               1.488055836149325E-4+1.9104034320791216E-4i       -0.7896861044388397+0.6135110414933028i
2                                                 1.71                                              0.005521152603287808+0.006614073386218283i        -0.7676648386499362+0.6407936281459687i
2                                                 1.72                                              0.019008732514884732+0.0212048060523497i          -0.7443108077988586+0.6672259481920684i
2                                                 1.73                                              0.04094321319592868+0.04248363678753482i          -0.7187851834517387+0.6927241023459327i
2                                                 1.74                                              0.07132126356405566+0.06870240229824821i          -0.6903498201987692+0.7166661736280198i
2                                                 1.75                                              0.10967921702257517+0.09788457052769983i          -0.6586177217575002+0.7379781682391244i
2                                                 1.76                                              0.15497037027525337+0.12797425212677319i          -0.6237568080107101+0.7553371412194706i
2                                                 1.77                                              0.2055268047967223+0.15708410888090724i           -0.5865780897105732+0.7674695036852913i
2                                                 1.78                                              0.2591692901667674+0.18377234309542312i           -0.548455312352613+0.7734699805207121i
2                                                 1.79                                              0.31346601640217586+0.2072436835985763i           -0.5110829465030472+0.7730352526218582i
2                                                 1.8                                               0.36606534953578973+0.22739145604133265i          -0.4761523899789841+0.7665302119798726i
2                                                 1.81                                              0.4149909783669738+0.24467009081451208i           -0.44506118242235604+0.754877623027682i
2                                                 1.82                                              0.458814328398587+0.25986118769701855i            -0.4187422360327223+0.7393358152164351i
2                                                 1.83                                              0.49668394161040363+0.27382521080178807i          -0.3976344253882037+0.7212578345969674i
2                                                 1.84                                              0.5282479506202572+0.2873093875383214i            -0.38175891800429673+0.7019037679053661i
2                                                 1.85                                              0.5535270085892386+0.3008388251299348i            -0.37084405885993554+0.6823341820768107i
2                                                 1.86                                              0.5727854846962382+0.31468217921990244i           -0.3644509553111843+0.6633767584569018i
2                                                 1.87                                              0.5864270711521176+0.32886716854061987i           -0.36207341830596573+0.645642001086608i
2                                                 1.8800000000000001                                0.5949219444064694+0.3432210032944038i            -0.36320479354265345+0.6295635262972453i
2                                                 1.8900000000000001                                0.5987615949519047+0.35741779243817207i           -0.36737512536366446+0.615445286995113i
2                                                 1.9000000000000001                                0.598433386558454+0.3710228353145608i             -0.3741660256265021+0.6035057427113244i
2                                                 1.9100000000000001                                0.5944069082139437+0.3835296160440777i            -0.3832104887182626+0.5939146522101805i
2                                                 1.9200000000000002                                0.5871258078531805+0.39438892846847123i           -0.3941831528715343+0.5868214203730977i
2                                                 1.93                                              0.5770006801139996+0.4030314586615574i            -0.40678456923231465+0.5823753186761091i
2                                                 1.94                                              0.5644001963477671+0.40888607064482735i           -0.4207215200156957+0.5807380991377538i
2                                                 1.95                                              0.5496389730181299+0.4113965255529222i            -0.4356845261583163+0.5820890574422496i
2                                                 1.96                                              0.5329618628254812+0.4100397149990064i            -0.45132346224200337+0.5866218242382184i
2                                                 1.97                                              0.5145256972547674+0.4043487643661272i            -0.4672227063417048+0.5945313559352746i
2                                                 1.98                                              0.4943812767060946+0.3939443696545244i            -0.48287856170996435+0.605989099269747i
2                                                 1.99                                              0.4724607217304625+0.3785770028571682i            -0.49768377488888466+0.6211046361615883i
2                                                 2                                                 0.4485779214936492+0.3581804314388054i            -0.510926498290043+0.6398740033572389i
2                                                 2.01                                              0.42245180195568344+0.33293259553536364i          -0.5218130023794031+0.6621190608293236i
2                                                 2.02                                              0.3937616186071837+0.3033131167129438i            -0.5295229304729409+0.687428888474337i
2                                                 2.03                                              0.36223801173809117+0.27013905233584373i          -0.5333004438715129+0.7151217247880634i
2                                                 2.04                                              0.32778165723572816+0.234555932453492i            -0.5325727295308692+0.7442504341728746i
2                                                 2.05                                              0.2905851141527542+0.19796534212310557i           -0.5270711470532413+0.7736701666092043i
2                                                 2.0599999999999996                                0.25122045102270624+0.16188710289450337i          -0.5169173205075835+0.8021699812599739i
2                                                 2.07                                              0.21065594209433686+0.12777985642967532i          -0.5026372598901792+0.8286443416651369i
2                                                 2.0799999999999996                                0.1701851577359133+0.09686581736624882i           -0.485086739440306+0.8522582931829703i
2                                                 2.09                                              0.13128413323176946+0.07000876374193508i          -0.4653036935928557+0.8725566831953606i
2                                                 2.0999999999999996                                0.09543934959054255+0.04767429339748795i          -0.4443307124965945+0.8894876743981275i
2                                                 2.11                                              0.06399558125019847+0.02996905251261413i          -0.4230574511374957+0.9033430096182297i
2                                                 2.1199999999999997                                0.03805702291697218+0.01672945700918244i          -0.4021177138455113+0.9146436667855434i
2                                                 2.13                                              0.018449620323724984+0.007622031257409714i        -0.3818512783556145+0.9240081674475669i
2                                                 2.1399999999999997                                0.005731496793612312+0.0022256280410628752i       -0.3623204396656646+0.9320333125542785i
2                                                 2.15                                              2.2882714227019695E-4+8.135478923189233E-5i       -0.343362654474072+0.9392028688425852i
2                                                 2.1599999999999997                                0.00207530542318085+7.10397881688778E-4i          -0.3246620124114517+0.9458275588796148i
2                                                 2.17                                              0.011239719557732696+0.003609202070827514i        -0.30582811705692536+0.9520135718314883i
2                                                 2.1799999999999997                                0.027534042238095007+0.008235695452757104i        -0.2864763677497218+0.9576562216053949i
2                                                 2.19                                              0.05060203634317098+0.014000888980583954i         -0.2663058980822227+0.9624576649069281i
2                                                 2.1999999999999997                                0.07989527914443147+0.02027810334614439i          -0.24517009761071207+0.965969676960572i
2                                                 2.21                                              0.11464935538729248+0.02643718271687076i          -0.22313106407831662+0.9676618268825099i
2                                                 2.2199999999999998                                0.15387634556627416+0.03190311280280312i          -0.2004862470556648+0.9670107450043144i
2                                                 2.23                                              0.1963883578726441+0.036228557964585774i          -0.17775628943941046+0.9635984527332399i
2                                                 2.2399999999999998                                0.24085915202926286+0.03916127301182869i          -0.15562986446529675+0.9572004373399151i
2                                                 2.25                                              0.28591821545177115+0.04068471097660405i          -0.1348731287098044+0.9478421638322303i
2                                                 2.26                                              0.33025897521756464+0.041016351926618205i         -0.1162233879175997+0.9358091808378913i
2                                                 2.27                                              0.37273653225180003+0.04056164967237634i          -0.10029235079340026+0.9216093993442848i
2                                                 2.28                                              0.41243385461814863+0.039835886229779016i         -0.08750043294995125+0.9059004634804817i
2                                                 2.29                                              0.44868668918714016+0.03937481293929851i          -0.07805200783992922+0.8894036273692183i
2                                                 2.3                                               0.48107046541184306+0.039654677429160096i         -0.07194832917014249+0.8728251677013606i
2                                                 2.31                                              0.509361363304788+0.04103509898404689i            -0.06902585100387126+0.8567991228948025i
2                                                 2.32                                              0.5334861973807475+0.043728994388218256i          -0.06900513087662935+0.8418557922344934i
2                                                 2.3299999999999996                                0.5534731351971448+0.04779645917222225i           -0.07153809975460497+0.828413036667817i
2                                                 2.34                                              0.5694104131890722+0.05315586003915977i           -0.07624632466605723+0.8167836760248094i
2                                                 2.3499999999999996                                0.5814156032449727+0.05960496149826612i           -0.08274750589686877+0.8071917370408785i
2                                                 2.36                                              0.5896148364617605+0.06684634475146417i           -0.09067063123786684+0.7997916177670661i
2                                                 2.3699999999999997                                0.5941298443017132+0.07451341026058073i           -0.099661829385359+0.7946861232926874i
2                                                 2.38                                              0.5950703317947019+0.08219510842081418i           -0.10938344424839885+0.7919410179458379i
2                                                 2.3899999999999997                                0.592529555159968+0.08945890607147261i            -0.1195087182007264+0.7915949333353404i
2                                                 2.4                                               0.5865816578281524+0.09587234577491782i           -0.12971414036567366+0.7936641768949828i
2                                                 2.4099999999999997                                0.577280105351733+0.10102397451338041i            -0.13967123971225914+0.7981423485834392i
2                                                 2.42                                              0.5646573512446882+0.10454449193645632i           -0.149039498742497+0.8049948819007123i
2                                                 2.4299999999999997                                0.5487266155709845+0.10612872883257962i           -0.15746214461638844+0.8141488663751164i
2                                                 2.44                                              0.5294873066521709+0.10555849385940752i           -0.16456676391501535+0.8254789514868813i
2                                                 2.4499999999999997                                0.5069360357273048+0.10272538029366707i           -0.16997281236291445+0.8387909053467386i
2                                                 2.46                                              0.4810851354036608+0.0976513157077972i            -0.17330787559618416+0.8538055399733503i
2                                                 2.4699999999999998                                0.45198978375013504+0.09050313671063029i          -0.17423363121588975+0.870147067489855i
2                                                 2.48                                              0.419782979431955+0.08159622116586443i            -0.17248056009837198+0.887341079977714i
2                                                 2.4899999999999998                                0.38471470602939417+0.07138195610586578i          -0.16788753397834108+0.9048275034798109i
2                                                 2.5                                               0.3471882398072138+0.0604154172971993i            -0.16043902933248913+0.9219922024054488i
2                                                 2.51                                              0.307783998560934+0.04930355996211084i            -0.15029018247021525+0.9382169251047843i
2                                                 2.52                                              0.26726131773218614+0.03863990737915586i          -0.13776992366293442+0.9529415422113112i
2                                                 2.53                                              0.22653228047751767+0.028937250529796288i         -0.12335621708951416+0.9657269579412012i
2                                                 2.54                                              0.18660878462937497+0.02057253110779904i          -0.10762455606831461+0.9763043767597723i
2                                                 2.55                                              0.1485319214038494+0.013755904162143784i          -0.0911788449783037+0.9845987542028964i
2                                                 2.56                                              0.11329799294213062+0.008529259134564822i         -0.07457917189226465+0.9907209647890088i
2                                                 2.57                                              0.08179568886218824+0.004790961564597126i         -0.05828132588452792+0.994931753189551i
2                                                 2.5799999999999996                                0.054764231321770794+0.0023369048861670277i       -0.04259839803734238+0.9975872768896925i
2                                                 2.59                                              0.032775169733833265+9.055312422687001E-4i        -0.027687904687293444+0.9990786330244383i
2                                                 2.5999999999999996                                0.016234072864800757+2.163498080438647E-4i        -0.013561673467847535+0.99977617266615i
2                                                 2.61                                              0.005394649284583222-4.094732417925847E-6i        -1.1220484261742492E-4+0.9999854324565095i
2                                                 2.6199999999999997                                3.771587961977349E-4-1.0030538910667377E-5i       0.012851400777399324+0.9999173459705657i
2                                                 2.63                                              0.0011845088698493986-3.552782508787393E-5i       0.025563572387269695+0.9996724970725711i
2                                                 2.6399999999999997                                0.007712010760206991-3.001503419505572E-4i        0.03826221272640029+0.9992379450859434i
2                                                 2.65                                              0.019749546009170817-0.0010157804394717992i       0.05115080284170717+0.9984951919575898i
2                                                 2.6599999999999997                                0.03697744086897803-0.0023895800312489558i        0.0643645265028569+0.9972384209517271i
2                                                 2.67                                              0.05895948550848287-0.004619302716025961i         0.0779426684748156+0.9952024458845975i
2                                                 2.6799999999999997                                0.08513807203804433-0.007879230029083722i         0.09181035314283023+0.9920993076747644i
2                                                 2.69                                              0.11483699707066956-0.012297751079550306i         0.10577318773770072+0.9876609579707131i
2                                                 2.6999999999999997                                0.1472766214612475-0.01793063173527641i           0.11952778241455841+0.9816833152019465i
2                                                 2.71                                              0.18160355435075637-0.024736501117391008i         0.1326889757013141+0.9740650380944562i
2                                                 2.7199999999999998                                0.21693318401964357-0.03256196420735921i          0.14483113062439595+0.964833775358995i
2                                                 2.73                                              0.2523993336135911-0.041142272611800215i          0.15553714802762791+0.9541542579201983i
2                                                 2.7399999999999998                                0.2872026281937755-0.05011978383956668i           0.16444640580058184+0.9423163339389021i
2                                                 2.75                                              0.32064903233577-0.059077723233455635i            0.17129289107893944+0.9297057416231218i
2                                                 2.76                                              0.3521725871974172-0.06758282307634483i           0.17592749087515114+0.9167643075036206i
2                                                 2.77                                              0.3813405627066576-0.0752286887286155i            0.17832267771405585+0.9039479260823009i
2                                                 2.78                                              0.40784336043324027-0.08167258970730276i          0.17856199767787823+0.891689770722112i
2                                                 2.79                                              0.43147417352450607-0.08666103616719129i          0.17681946440148538+0.880373466615572i
2                                                 2.8                                               0.4521041312579285-0.0900426875246908i            0.17333468836714672+0.8703177158786596i
2                                                 2.81                                              0.4696577864817115-0.09176973770312558i           0.16838868732820955+0.8617712140077504i
2                                                 2.82                                              0.48409213158736575-0.09189039533568844i          0.16228361717531897+0.854915171188262i
2                                                 2.8299999999999996                                0.49538060297321374-0.09053545639699909i          0.15532787999716374+0.8498703233125622i
2                                                 2.84                                              0.5035022151266915-0.08790159832484246i           0.1478266621293468+0.8467056429468031i
2                                                 2.8499999999999996                                0.5084352010708293-0.08423331512619667i           0.14007707082036963+0.8454466420979284i
2                                                 2.86                                              0.5101542653860747-0.07980467528987453i           0.13236660752480095+0.8460818985664265i
2                                                 2.8699999999999997                                0.50863063171113-0.07490149827329337i             0.12497358979101653+0.8485670798697935i
2                                                 2.88                                              0.5038343355972645-0.06980418312315886i           0.11816816791008627+0.8528262440435741i
2                                                 2.8899999999999997                                0.49573855130440087-0.0647712937542747i           0.11221268002223916+0.8587505965184585i
2                                                 2.9                                               0.48432605205015034-0.06002409058587202i          0.10736021184381778+0.8661952361807472i
2                                                 2.9099999999999997                                0.46959810672363933-0.05573246597682486i          0.10385039118962196+0.8749747861160042i
2                                                 2.92                                              0.4515861331139476-0.05200314258208823i           0.10190171258432472+0.8848591985265817i
2                                                 2.9299999999999997                                0.43036617992114345-0.04887144637321131i          0.10170013633425906+0.895571416820577i
2                                                 2.94                                              0.4060757402112447-0.04629833148385695i           0.10338441059191456+0.9067888650761917i
2                                                 2.9499999999999997                                0.37893151758553656-0.044174413763173964i         0.10702953018401906+0.91815073565755i
2                                                 2.96                                              0.3492457106481388-0.04233233858415267i           0.11263084876658752+0.9292725432236737i
2                                                 2.9699999999999998                                0.3174374582014031-0.04056770491748243i           0.12009230520927883+0.9397682497999246i
2                                                 2.98                                              0.2840357423017999-0.03866703185753656i           0.12922257302374535+0.9492784812407132i
2                                                 2.9899999999999998                                0.249670713106915-0.036439245148864804i           0.1397422635220854+0.9575013088453911i
2                                                 3                                                 0.21505225117272211-0.03374554924255266i          0.1513034386183699+0.9642204296245251i
2                                                 3.01                                              0.18093730308237344-0.030522093373625117i         0.1635199348943594+0.9693251028459303i
2                                                 3.02                                              0.14809029212299943-0.0267909985557118i           0.17600418913985671+0.9728173505919551i
2                                                 3.03                                              0.11724268980572858-0.02265791168156696i          0.18840441370559624+0.9748045344732736i
2                                                 3.04                                              0.08905791039764897-0.01829745765292124i          0.20043582336686466+0.9754786492008094i
2                                                 3.05                                              0.06410603144998114-0.013930642701061386i         0.2119011935536032+0.9750864064343064i
2                                                 3.06                                              0.042850128934450865-0.00979955314759097i         0.22269865788530338+0.9738955611814117i
2                                                 3.07                                              0.025643255331657566-0.006144363660996003i        0.23281733360572127+0.9721627402893541i
2                                                 3.08                                              0.012733124046655308-0.003186119446223558i        0.24232327705943746+0.9701066817044569i
2                                                 3.09                                              0.0042707613400368915-0.0011167055728306821i      0.2513390843252674+0.9678890075979578i
2                                                 3.0999999999999996                                3.196440033886262E-4-9.552606988138377E-5i        0.26002031547190696+0.9656030872899123i
2                                                 3.11                                              8.627916087590065E-4-2.5107587944933114E-4i       0.26853125718430415+0.9632705512213019i
2                                                 3.1199999999999997                                0.005806531940219363-0.0016849059041012947i       0.2770217948694261+0.9608446234538861i
2                                                 3.13                                              0.014980919448738453-0.004475386996201806i        0.28560665160381327+0.9582194520733676i
2                                                 3.1399999999999997                                0.02813789468383693-0.008679056596068341i         0.29434808319197014+0.9552447490584142i
2                                                 3.15                                              0.0449491293702772-0.014328088385869497i          0.3032432305537206+0.9517450379789594i
2                                                 3.1599999999999997                                0.06500600716241069-0.02142348779278353i          0.3122175210698914+0.9475424810625833i
2                                                 3.17                                              0.08782421374538532-0.029924877313944595i         0.3211255063863073+0.942481601527201i
2                                                 3.1799999999999997                                0.11285482755467124-0.03973899132381789i          0.3297600726497172+0.9364534004694389i
2                                                 3.19                                              0.13950259009732063-0.05070993295711509i          0.33786994269693976+0.9294157198816768i
2                                                 3.1999999999999997                                0.16715037242424008-0.06261449849725198i          0.3451839302368779+0.9214066146326452i
2                                                 3.21                                              0.1951871573143729-0.07516520875537117i           0.35143888920989996+0.9125482409158021i
2                                                 3.2199999999999998                                0.22303567333713067-0.0880221521122824i           0.3564072636900226+0.9030403273283238i
2                                                 3.23                                              0.25017560228329266-0.10081274241303088i          0.3599200389454656+0.8931442879513025i
2                                                 3.2399999999999998                                0.27615916375894817-0.11315665832213567i          0.36188185441759557+0.8831608484151082i
2                                                 3.25                                              0.3006175710923978-0.12469215023743775i           0.3622767807874161+0.8734051043785276i
2                                                 3.26                                              0.32325877133869835-0.13509986248570313i          0.3611652111158866+0.8641829365922267i
2                                                 3.27                                              0.3438584291854539-0.14412120235034492i           0.3586738742195556+0.855771790661043i
2                                                 3.28                                              0.3622469200911874-0.1515696755430064i            0.35498177956195204+0.8484074123557548i
2                                                 3.29                                              0.378295119651474-0.15733501012674422i            0.35030490579230406+0.8422767020530046i
2                                                 3.3                                               0.3919012287911468-0.16138094732382235i           0.3448818644460926+0.8375157766202009i
2                                                 3.31                                              0.40298007414856396-0.16373814437233397i          0.3389619219111878+0.8342117504665999i
2                                                 3.32                                              0.4114555468441246-0.16449375627316673i           0.3327959227839918+0.8324066296651234i
2                                                 3.33                                              0.4172562567926331-0.16377908695453378i           0.3266299927923142+0.8321019141660707i
2                                                 3.34                                              0.42031413586334826-0.1617563910294587i           0.32070146472673694+0.8332628681583749i
2                                                 3.3499999999999996                                0.42056559372194896-0.1586055961605409i           0.31523624668077477+0.8358218286863155i
2                                                 3.36                                              0.4179548481617643-0.15451148361461217i           0.31044678744376014+0.8396803102346344i
2                                                 3.3699999999999997                                0.4124391407847784-0.14965174542833523i           0.3065298397710584+0.8447100036601234i
2                                                 3.38                                              0.4039956386156659-0.14418633107282577i           0.3036633478836308+0.8507530614148904i
2                                                 3.3899999999999997                                0.3926298535249119-0.13824858039439386i           0.3020019829741937+0.8576223118683344i
2                                                 3.4                                               0.37838533874878866-0.1319387682732172i           0.3016711282353957+0.8651022461332555i
2                                                 3.4099999999999997                                0.36135421878367324-0.1253207954340776i           0.3027594841529512+0.8729517408029894i
2                                                 3.42                                              0.34168777908094944-0.11842276733952413i          0.30531091964701285+0.8809094641647202i
2                                                 3.4299999999999997                                0.3196059344945217-0.11124202149196816i           0.30931669021566255+0.8887026925922812i
2                                                 3.44                                              0.29540401699340957-0.10375472580928846i          0.31470958051744985+0.8960597826632315i
2                                                 3.4499999999999997                                0.26945513190980774-0.0959294714597178i           0.32136175446681425+0.902725804100321i
2                                                 3.46                                              0.24220649998110524-0.0877434194024654i           0.3290879444409036+0.9084799391168925i
2                                                 3.4699999999999998                                0.21416884350912838-0.07919874465023952i          0.3376549730980828+0.9131524103613158i
2                                                 3.48                                              0.18589896072945067-0.07033664513506065i          0.3467975078250238+0.916638202258966i
2                                                 3.4899999999999998                                0.15797694384702965-0.061246302399635896i         0.35623861996110373+0.9189049490153952i
2                                                 3.5                                               0.13098066023688754-0.052066995147628574i         0.3657125327684385+0.9199931737382702i
2                                                 3.51                                              0.1054607397939889-0.042982918620401114i          0.37498628783995025+0.9200084233118764i
2                                                 3.52                                              0.08191915627605195-0.03421177240893776i          0.3838771786709399+0.9191063749491855i
2                                                 3.53                                              0.06079359328395085-0.02598938822615025i          0.39226365833504584+0.9174732378643291i
2                                                 3.54                                              0.0424484452955857-0.01855323464148199i           0.4000887310666613+0.9153043988278403i
2                                                 3.55                                              0.02717194449073713-0.012127462731964942i         0.4073561690585417+0.9127841727389479i
2                                                 3.56                                              0.015177893130216146-0.0069114014679506515i       0.4141208995842948+0.9100688781032303i
2                                                 3.57                                              0.0066100084629594335-0.003072375887729249i       0.420475410888527+0.9072745628543616i
2                                                 3.58                                              0.0015469443243024555-7.427109597929994E-4i       0.4265340575610321+0.9044698558304195i
2                                                 3.59                                              6.4993712575868035E-6-2.0011458234211472E-5i      0.4324168718038832+0.9016738043111237i
2                                                 3.5999999999999996                                0.0019481724488124665-9.693634539997329E-4i       0.43823410868383894+0.8988582305766614i
2                                                 3.61                                              0.007273922031268881-0.0036259831576652456i       0.444072433487645+0.8959540404460362i
2                                                 3.6199999999999997                                0.015827619728608973-0.007996995776689416i        0.4499834802545882+0.8928609244861252i
2                                                 3.63                                              0.02739418762741147-0.014061404584536008i         0.45597546958188645+0.8894598812162415i
2                                                 3.6399999999999997                                0.041699721700634906-0.021767855765652086i        0.46200859832035285+0.8856278682440549i
2                                                 3.65                                              0.058413974146436724-0.031030456699798592i        0.46799488936866773+0.8812536214991176i
2                                                 3.6599999999999997                                0.07715634615940202-0.04172357342794263i          0.4738029981380062+0.8762533223537301i
2                                                 3.67                                              0.09750601136735967-0.05367708499016406i          0.4792680371205869+0.8705844603617826i
2                                                 3.6799999999999997                                0.11901600195424096-0.06667385046888406i          0.4842058126086393+0.8642561027623566i
2                                                 3.69                                              0.14123019302730505-0.08045101499267138i          0.48843009057428943+0.8573339918690175i
2                                                 3.6999999999999997                                0.16370134450473672-0.09470620121304846i          0.49177083694678836+0.8499395082063474i
2                                                 3.71                                              0.1860079447393584-0.1091087022781043i            0.4940910465870293+0.8422424766286302i
2                                                 3.7199999999999998                                0.2077677029009728-0.12331474667434353i           0.4952999412430981+0.8344488306441958i
2                                                 3.73                                              0.22864615240794836-0.13698504139948572i          0.4953609760343365+0.8267849979892707i
2                                                 3.7399999999999998                                0.24835977773640502-0.14980236124257817i          0.49429407136803605+0.8194812900324434i
2                                                 3.75                                              0.26667408133711407-0.16148703318588678i          0.4921725046976612+0.8127564775454484i
2                                                 3.76                                              0.28339779645034013-0.171808686426502i            0.48911568645234155+0.8068051976905076i
2                                                 3.77                                              0.2983748634443252-0.1805933983713885i            0.4852794462878224+0.8017890653788908i
2                                                 3.78                                              0.31147580411134757-0.1877261350435104i           0.4808454527162032+0.797831588386914i
2                                                 3.79                                              0.32258984783080064-0.19314898611900008i          0.4760110796492065+0.7950163865891358i
2                                                 3.8                                               0.3316187348040168-0.19685605140879725i           0.4709805677057352+0.7933878733484252i
2                                                 3.81                                              0.33847268334116287-0.19888595718857882i          0.46595784710446875+0.7929534653332383i
2                                                 3.82                                              0.34306865205646686-0.1993129324869818i           0.46114098815157956+0.7936864855819985i
2                                                 3.83                                              0.34533079052336824-0.19823723915966734i          0.45671796847751506+0.7955291367399158i
2                                                 3.84                                              0.3451928464887754-0.19577559629085275i           0.4528632973608108+0.7983951801834277i
2                                                 3.8499999999999996                                0.342602251399113-0.1920521161232251i             0.44973500000701894+0.8021722160112736i
2                                                 3.86                                              0.3375255963193886-0.1871901959566737i            0.447471516911484+0.8067236918748352i
2                                                 3.8699999999999997                                0.32995519651171845-0.18130578590314617i          0.44618819803619986+0.8118909602354082i
2                                                 3.88                                              0.3199163929645624-0.17450245530800856i           0.4459732569764744+0.8174958412717965i
2                                                 3.8899999999999997                                0.30747513528021525-0.16686867657883767i          0.446883286685657+0.8233442152691975i
2                                                 3.9                                               0.2927452344354143-0.1584776914317435i            0.44893870918493495+0.8292311402445081i
2                                                 3.9099999999999997                                0.275894492764208-0.14939017882865172i            0.4521198047272976+0.8349478421469474i
2                                                 3.92                                              0.2571487658036659-0.13965967757626097i           0.45636418725793126+0.8402906404837922i
2                                                 3.9299999999999997                                0.23679296138167716-0.12934033228663458i          0.46156669030644804+0.8450714631975766i
2                                                 3.94                                              0.21516811365545557-0.11849607872090857i          0.46758252603580414+0.8491291264420455i
2                                                 3.9499999999999997                                0.19266403420639905-0.1072099643826329i           0.4742342329918826+0.8523401120091353i
2                                                 3.96                                              0.16970762662252326-0.09559204721303394i          0.48132235025346903+0.8546273041838244i
2                                                 3.9699999999999998                                0.14674765871600787-0.08378435480155383i          0.48863904600504304+0.8559651753959547i
2                                                 3.98                                              0.12423744721424101-0.07196177838515996i          0.49598325925398795+0.8563802968404209i
2                                                 3.9899999999999998                                0.10261732939786672-0.060328470429053344i         0.5031754800112788+0.8559467475548376i
2                                                 4                                                 0.08229883174984196-0.04911015037725099i          0.5100702402605302+0.8547768431052036i
2                                                 4.01                                              0.06365206916051201-0.0385434769414026i           0.5165647454309538+0.8530083813049032i
2                                                 4.02                                              0.046997223960801596-0.028864114729187464i        0.5226027423321182+0.8507901067388197i
2                                                 4.03                                              0.032600158307747026-0.020295201965400127i        0.5281735025009416+0.8482672238546385i
2                                                 4.04                                              0.020671517206148057-0.0130376350007286i          0.533306494769351+0.8455685614187675i
2                                                 4.05                                              0.011368234691091815-0.00726304682040858i         0.5380627838286809+0.8427965308710482i
